URL,Cena,Cena za m²,Adres,Powierzchnia (m²),Liczba pokoi,Ogrzewanie,Rynek,Typ ogłoszeniodawcy,Rok budowy,Rodzaj zabudowy,Okna,Materiał budynku,Latitude,Longitude
https://www.otodom.pl/pl/oferta/4-pokojowy-dom-107m2-ogrodek-bezposrednio-ID4u8VW,Brak danych,Brak danych,"ul. Arkadii, Nadwiśle, Wawer, Warszawa, mazowieckie",107.62m²,4 pokoje,brak informacji,pierwotny,deweloper,2026,brak informacji,Brak danych,Brak danych,52.15951,21.17169
https://www.otodom.pl/pl/oferta/sprzedam-pol-blizniaka-wykonczonego-pod-klucz-ID4tlMw,740 000 zł,6 167 zł/m²,"ul. Zielona, Kargowa, Kargowa, zielonogórski, lubuskie",120m²,4 pokoje,gazowe,wtórny,prywatny,2024,bliźniak,plastikowe,pustak,52.06877,15.85743
https://www.otodom.pl/pl/oferta/5-pokojowy-dom-119m2-ogrodek-bez-posrednikow-ID4uPuR,999 000 zł,8 370 zł/m²,"ul. Architektów, Duchnice, Ożarów Mazowiecki, warszawski zachodni, mazowieckie",119.35m²,5 pokoi,brak informacji,pierwotny,deweloper,2026,brak informacji,Brak danych,Brak danych,52.20007,20.78524
https://www.otodom.pl/pl/oferta/nowy-wysoki-standard-blisko-stacji-pkp-ID4uAvv,1 599 000 zł,13 784 zł/m²,"ul. Berłowa, Dąbrówka, Dopiewo, poznański, wielkopolskie",116m²,4 pokoje,gazowe,wtórny,biuro nieruchomości,2022,bliźniak,plastikowe,pustak,52.37032,16.76779
https://www.otodom.pl/pl/oferta/malogoszcz-nowy-dom-106-m2-dzialki-budowlane-ID4uSP8,799 000 zł,7 538 zł/m²,"Śródmieście, Kielce, świętokrzyskie",106m²,5 pokoi,brak informacji,wtórny,prywatny,2018,wolnostojący,plastikowe,pustak,50.870404,20.6305175
https://www.otodom.pl/pl/oferta/dom-o-wysokim-standardzie-w-lasinie-ID4weFt,899 000 zł,5 891 zł/m²,"Łasin, Łasin, grudziądzki, kujawsko-pomorskie",152.6m²,5 pokoi,gazowe,wtórny,biuro nieruchomości,1890,szeregowiec,plastikowe,Brak danych,53.5196526,19.0870311
https://www.otodom.pl/pl/oferta/5-pokojowy-dom-125m2-ogrodek-bez-prowizji-ID4u9OG,740 000 zł,5 920 zł/m²,"ul. Osiedlowa, Góraszka, Wiązowna, otwocki, mazowieckie",125m²,5 pokoi,brak informacji,pierwotny,deweloper,2024,brak informacji,Brak danych,Brak danych,52.18878,21.29275
https://www.otodom.pl/pl/oferta/dom440m2-dzialka4255m2-na-wzgorzu-blisko-centrum-ID4u5sI,3 049 000 zł,6 930 zł/m²,"Skwierzynka, Sianów, koszaliński, zachodniopomorskie",440m²,5 pokoi,brak informacji,wtórny,biuro nieruchomości,2015,wolnostojący,Brak danych,Brak danych,54.22864,16.2021748
https://www.otodom.pl/pl/oferta/dom-z-garazem-dzialka-4111m2-grabowka-cykarzewska-ID4skAH,899 000 zł,9 173 zł/m²,"ul. Spokojna, Grabówka Cykarzewska, Mykanów, częstochowski, śląskie",98m²,5 pokoi,gazowe,wtórny,biuro nieruchomości,2005,wolnostojący,plastikowe,pustak,50.95973,19.20162
https://www.otodom.pl/pl/oferta/sprzedam-nowy-dom-wolnostojacy-w-wolbromiu-ID4sueP,850 000 zł,4 595 zł/m²,"Cegielniana/Gliniana, Wolbrom, Wolbrom, olkuski, małopolskie",185m²,6 pokoi,gazowe,pierwotny,prywatny,2024,wolnostojący,plastikowe,cegła,,
https://www.otodom.pl/pl/oferta/pod-orlem-dom-4-pokojowy-b1-ID4waQB,Brak danych,Brak danych,"ul. Sportowa, Bębło, Wielka Wieś, krakowski, małopolskie",65.31m²,4 pokoje,brak informacji,pierwotny,deweloper,2025,bliźniak,plastikowe,Brak danych,,
https://www.otodom.pl/pl/oferta/dom-w-pieknej-okolicy-na-podkarpaciu-ID4uZsr,850 000 zł,8 333 zł/m²,"Grabówka, Dydnia, brzozowski, podkarpackie",102m²,4 pokoje,kominkowe,wtórny,prywatny,1998,wolnostojący,plastikowe,pustak,49.6557542,22.1402983
https://www.otodom.pl/pl/oferta/dom-na-sprzedaz-lodz-gorna-ID4uzfy,650 000 zł,8 125 zł/m²,"Rokicie, Górna, Łódź, łódzkie",80m²,2 pokoje,gazowe,wtórny,prywatny,Brak danych,wolnostojący,plastikowe,inny,51.7269745,19.4385871
https://www.otodom.pl/pl/oferta/nowosc-etap-vi-osiedle-zacisze-ul-pogodna-ID4ppoc,669 000 zł,7 010 zł/m²,"Gryfino, Gryfino, gryfiński, zachodniopomorskie",95.44m²,4 pokoje,pompa ciepła,pierwotny,prywatny,Brak danych,brak informacji,Brak danych,Brak danych,53.2546562,14.4922784
https://www.otodom.pl/pl/oferta/dom-137-71-m-bibice-ID4wapI,1 349 000 zł,9 796 zł/m²,"Bibice, Zielonki, krakowski, małopolskie",137.71m²,5 pokoi,pompa ciepła,pierwotny,biuro nieruchomości,2024,wolnostojący,plastikowe,Brak danych,50.1240692,19.955275
https://www.otodom.pl/pl/oferta/na-sprzedaz-dom-pietrowy-140-m2-z-dzialka-422-m2-ID4uC1M,595 000 zł,4 250 zł/m²,"ul. Stanisława Noakowskiego, Włocławek, kujawsko-pomorskie",140m²,6 pokoi,węglowe,wtórny,biuro nieruchomości,1970,wolnostojący,plastikowe,cegła,52.64411,19.04387
https://www.otodom.pl/pl/oferta/dom-z-ogrodem-bezposrednio-ostatni-wolny-ID4dhXW,1 500 000 zł,8 333 zł/m²,"ul. Gostyńska, Kokoszki, Gdańsk, pomorskie",180m²,5 pokoi,gazowe,pierwotny,prywatny,2023,bliźniak,plastikowe,beton komórkowy,54.34462,18.4881
https://www.otodom.pl/pl/oferta/dom-139-66-m-sluzewo-ID4t4pe,799 000 zł,5 721 zł/m²,"Służewo, Aleksandrów Kujawski, aleksandrowski, kujawsko-pomorskie",139.66m²,5 pokoi,brak informacji,wtórny,biuro nieruchomości,2024,wolnostojący,plastikowe,Brak danych,52.85548,18.64856
https://www.otodom.pl/pl/oferta/bez-prowizji-jozefoslaw-119-m-ogrodek-80-m-ID4wePc,1 390 000 zł,11 983 zł/m²,"Piaseczno, Piaseczno, piaseczyński, mazowieckie",116m²,5 pokoi,"miejskie
kominkowe",wtórny,biuro nieruchomości,2019,szeregowiec,plastikowe,silikat,52.0665292,21.0172915
https://www.otodom.pl/pl/oferta/4-pokojowy-dom-100m2-ogrodek-bez-prowizji-ID4uasG,Brak danych,Brak danych,"ul. Spokojna, Łomianki Dolne, Łomianki, warszawski zachodni, mazowieckie",100.62m²,4 pokoje,brak informacji,pierwotny,deweloper,2025,brak informacji,Brak danych,Brak danych,52.34907,20.89278
https://www.otodom.pl/pl/oferta/tychy-os-sloneczne-ogrody-ii-etap-srodkowy-e16-ID4ppJo,579 000 zł,4 707 zł/m²,"ul. Wąska, Wilkowyje, Tychy, śląskie",123m²,5 pokoi,pompa ciepła,pierwotny,prywatny,2024,szeregowiec,plastikowe,silikat,50.14993,18.94674
https://www.otodom.pl/pl/oferta/rezydencja-z-2023-roku-do-centrum-wroclawia-40km-ID4weY6,2 390 000 zł,4 878 zł/m²,"Wiązów, Wiązów, strzeliński, dolnośląskie",490m²,8 pokoi,gazowe,wtórny,biuro nieruchomości,2023,wolnostojący,plastikowe,pustak,50.8109399,17.2008685
https://www.otodom.pl/pl/oferta/dom-w-butikowej-inwestycji-skapanej-w-zieleni-ID4uW17,1 499 000 zł,12 608 zł/m²,"Kliny, Swoszowice, Kraków, małopolskie",118.89m²,5 pokoi,pompa ciepła,pierwotny,prywatny,2025,bliźniak,aluminiowe,pustak,49.999983,19.9121738
https://www.otodom.pl/pl/oferta/dolina-wierzby-10-min-ul-warszawska-z-2022-ID4uKhI,1 499 000 zł,11 024 zł/m²,"al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",135.98m²,5 pokoi,"kominkowe
gazowe",wtórny,biuro nieruchomości,2022,wolnostojący,plastikowe,pustak,53.743328891091394,20.457226007205218
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
,,,,,,,,,,,,,46.3144754,11.0480288
