URL,Cena,Cena za m²,Adres,Powierzchnia (m²),Liczba pokoi,Ogrzewanie,Rynek,Typ ogłoszeniodawcy,Rok budowy,Rodzaj zabudowy,Okna,Materiał budynku
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-ID4umDb,553 200 zł,18 658 zł/m²,"ul. Fajansowa, Raków, Włochy, Warszawa, mazowieckie",29.65m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-ogrodek-bezposrednio-ID4ubbJ,Brak danych,Brak danych,"ul. Szuwarowa, Julianów, Bałuty, Łódź, łódzkie",26.41m²,1 pokój,brak informacji,pierwotny,deweloper,2027,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kawalerki-inwestycyjne-przy-monopolis-ID4tcyT,186 400 zł,8 000 zł/m²,"ul. Juliana Tuwima, Fabryczna Widzew, Widzew, Łódź, łódzkie",23.3m²,1 pokój,brak informacji,wtórny,biuro nieruchomości,Brak danych,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/sloneczna-i-przestronna-kawalerka-blisko-centrum-ID4wbcS,420 000 zł,15 487 zł/m²,"ul. Hugo Kołłątaja, Grabówek, Gdynia, pomorskie",27.12m²,1 pokój,brak informacji,wtórny,biuro nieruchomości,1975,blok,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/mokotow-1-pok-ogrodek-sloneczne-ciche-metro-ID4wdW8,599 000 zł,19 083 zł/m²,"ul. Jarosława Dąbrowskiego, Stary Mokotów, Mokotów, Warszawa, mazowieckie",31.39m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1955,kamienica,plastikowe,cegła
https://www.otodom.pl/pl/oferta/niesamowita-kawalerka-stan-deweloperski-bytom-ID4pBaN,223 175 zł,7 900 zł/m²,"Śródmieście, Bytom, śląskie",28.25m²,1 pokój,brak informacji,pierwotny,deweloper,2024,apartamentowiec,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-bez-prowizji-ID4uhpM,Brak danych,Brak danych,"ul. Piwna, Plac Grunwaldzki, Śródmieście, Wrocław, dolnośląskie",28.6m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-ogrodek-bezposrednio-ID4ubqr,291 575 zł,10 614 zł/m²,"ul. Promenada, Dopiewiec, Dopiewo, poznański, wielkopolskie",27.47m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-30-m-spol-wlasnosciowe-pomorzany-ID4wdap,279 900 zł,9 330 zł/m²,"ul. 9 Maja, Pomorzany, Zachód, Szczecin, zachodniopomorskie",30m²,1 pokój,miejskie,wtórny,biuro nieruchomości,Brak danych,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/taniej-tylko-na-otodom-kawalerka-z-balkonem-ID4uOE6,377 892 zł,10 800 zł/m²,"ul. Dworcowa, Śródmieście, Bydgoszcz, kujawsko-pomorskie",34.99m²,1 pokój,miejskie,pierwotny,deweloper,2026,blok,plastikowe,silikat
https://www.otodom.pl/pl/oferta/kawalerka-doskonala-pod-inwestycje-na-wynajem-ID4weh2,197 020 zł,6 321 zł/m²,"Okmiany, Chojnów, legnicki, dolnośląskie",31.17m²,1 pokój,inne,wtórny,biuro nieruchomości,Brak danych,Brak danych,,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-ogrodek-bez-prowizji-ID4ulh8,Brak danych,Brak danych,"ul. Osiedlowa, Kpgo Mysiadło, Lesznowola, piaseczyński, mazowieckie",33.8m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-ogrodek-ID4ugXS,Brak danych,Brak danych,"ul. Zygmunta Wojciechowskiego, Piątkowo, Stare Miasto, Poznań, wielkopolskie",27.05m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-w-bloku-z-2011-ul-okrzei-duzy-taras-ID4wcVD,410 000 zł,10 936 zł/m²,"Śródmieście, Kielce, świętokrzyskie",37.49m²,1 pokój,brak informacji,wtórny,biuro nieruchomości,Brak danych,apartamentowiec,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-cisza-zielen-mokotow-ID4tRkl,499 000 zł,20 392 zł/m²,"ul. Etiudy Rewolucyjnej 40, Wyględów, Mokotów, Warszawa, mazowieckie",24.47m²,1 pokój,miejskie,wtórny,prywatny,1970,blok,plastikowe,beton komórkowy
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-balkon-bez-prowizji-ID4unj8,Brak danych,Brak danych,"pl. Imbramowski, Prądnik Biały, Prądnik Biały, Kraków, małopolskie",33.49m²,1 pokój,brak informacji,pierwotny,deweloper,2027,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/wyposazony-apartament-spa-basen-blisko-plaza-ID4u0b6,459 000 zł,21 549 zł/m²,"Kołobrzeg, kołobrzeski, zachodniopomorskie",21.3m²,1 pokój,brak informacji,wtórny,biuro nieruchomości,2022,apartamentowiec,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/praga-poludnie-ID4weWZ,489 000 zł,14 382 zł/m²,"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",34m²,1 pokój,gazowe,wtórny,biuro nieruchomości,1935,kamienica,plastikowe,cegła
https://www.otodom.pl/pl/oferta/kawalerka-pod-klucz-wysoki-standard-ID4wekO,375 000 zł,12 500 zł/m²,"ul. Częstochowska, Zarzew, Widzew, Łódź, łódzkie",30m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2024,apartamentowiec,Brak danych,silikat
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-ID4uaSm,347 404 zł,11 561 zł/m²,"ul. Koszalińska, Strzeszyn, Jeżyce, Poznań, wielkopolskie",30.05m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-bezposrednio-ID4ujay,278 949 zł,10 700 zł/m²,"generała Władysława Andersa, Wojska Polskiego, Gliwice, śląskie",26.07m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/335-000-w-dni-otwarteumow-sie-na-jutro-ID4udUB,357 800 zł,14 031 zł/m²,"Śródmieście, Gdańsk, pomorskie",25.5m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2025,blok,plastikowe,cegła
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-36m2-ogrodek-bezposrednio-ID4ugr3,Brak danych,Brak danych,"ul. Przyokopowa, Czyste, Wola, Warszawa, mazowieckie",36.62m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-41m2-balkon-bezposrednio-ID4u9I7,Brak danych,Brak danych,"ul. Chłodna, Helenów, Bałuty, Łódź, łódzkie",41.42m²,1 pokój,brak informacji,pierwotny,deweloper,2024,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/uniwersytet-manufakturajuz-za-kilka-miesiecy-ID4wden,258 850 zł,9 956 zł/m²,"al. Włókniarzy, Stare Polesie, Polesie, Łódź, łódzkie",26m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2025,apartamentowiec,plastikowe,cegła
https://www.otodom.pl/pl/oferta/uniwersytet-manufakturajuz-za-kilka-miesiecy-ID4wciX,258 850 zł,9 956 zł/m²,"al. Włókniarzy, Stare Polesie, Polesie, Łódź, łódzkie",26m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2025,apartamentowiec,plastikowe,cegła
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-ogrodek-bezposrednio-ID4ubqp,315 923 zł,12 355 zł/m²,"ul. Promenada, Dopiewiec, Dopiewo, poznański, wielkopolskie",25.57m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-bez-prowizji-ID4ual8,Brak danych,Brak danych,"ul. Filtrowa, Bronowice, Bronowice, Kraków, małopolskie",26.64m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/jednopokojowe-podgorze-duchackie-budowa-2002-ID4uXZi,515 000 zł,15 944 zł/m²,"ul. Nowosądecka, Kozłówka, Bieżanów-Prokocim, Kraków, małopolskie",32.3m²,1 pokój,miejskie,wtórny,prywatny,2002,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-na-parterze-jelcz-laskowice-ID4rhJV,255 000 zł,6 606 zł/m²,"Jelcz-Laskowice, Jelcz-Laskowice, oławski, dolnośląskie",38.6m²,1 pokój,brak informacji,wtórny,biuro nieruchomości,1966,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-na-solcu-wneka-na-sypialnie-ID4weCa,599 000 zł,21 782 zł/m²,"ul. Górnośląska, Solec, Śródmieście, Warszawa, mazowieckie",27.5m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1969,blok,Brak danych,wielka płyta
https://www.otodom.pl/pl/oferta/grzegorzki-sadowa-balkon-ID4waHd,560 000 zł,15 810 zł/m²,"Grzegórzki, Grzegórzki, Kraków, małopolskie",35.42m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1961,blok,Brak danych,inny
https://www.otodom.pl/pl/oferta/kawalerka-niedaleko-metra-bezposrednio-ID4tdGT,480 000 zł,19 592 zł/m²,"Bródno, Targówek, Warszawa, mazowieckie",24.5m²,1 pokój,miejskie,wtórny,prywatny,1971,blok,drewniane,wielka płyta
https://www.otodom.pl/pl/oferta/apartamenty-zornicka-1-pok-nr-27-ID4sBZn,851 018 zł,24 840 zł/m²,"ul. Szymony, Zakopane, tatrzański, małopolskie",34.26m²,1 pokój,brak informacji,pierwotny,deweloper,2025,apartamentowiec,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/0-prowizji-winogrady-nowe-od-dewelopera-ID4uTAw,389 940 zł,13 400 zł/m²,"ul. Hawelańska, Winogrady, Stare Miasto, Poznań, wielkopolskie",29.1m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2026,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-z-miejscem-postojowym-2024-bez-pcc-ID4u79Y,359 000 zł,13 296 zł/m²,"ul. Zatorska, Zawidawie, Psie Pole, Wrocław, dolnośląskie",27m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2024,apartamentowiec,Brak danych,silikat
https://www.otodom.pl/pl/oferta/kalwaryjska-78-gotowa-kawalerka-ID4tmZj,606 272 zł,21 499 zł/m²,"ul. Kalwaryjska, Stare Podgórze, Podgórze, Kraków, małopolskie",28.2m²,1 pokój,miejskie,pierwotny,prywatny,2025,kamienica,plastikowe,inny
https://www.otodom.pl/pl/oferta/kawalerka-w-promocji-z-ogrodem-15min-od-forum-ID4w1As,329 749 zł,12 538 zł/m²,"Ujeścisko-Łostowice, Gdańsk, pomorskie",26.3m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,Brak danych,blok,plastikowe,cegła
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-40m2-balkon-ID4upP3,Brak danych,Brak danych,"ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie",40.39m²,1 pokój,brak informacji,pierwotny,deweloper,2027,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/hit-cenowy-nowe-mieszkanie-w-koszlinie-ID4w0r7,310 000 zł,7 677 zł/m²,"ul. Powstańców Wielkopolskich, Koszalin, zachodniopomorskie",40.38m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2026,blok,plastikowe,inny
https://www.otodom.pl/pl/oferta/kompaktowy-apartament-inwestycyjny-22-65-m2-ID4p9lR,398 390 zł,17 589 zł/m²,"ul. Zwycięska 3, Partynice, Krzyki, Wrocław, dolnośląskie",22.65m²,1 pokój,brak informacji,pierwotny,deweloper,2024,apartamentowiec,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-wojszyce-ID4wdWH,449 000 zł,14 892 zł/m²,"ul. Smardzowska, Wojszyce, Krzyki, Wrocław, dolnośląskie",30.15m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2013,blok,plastikowe,silikat
https://www.otodom.pl/pl/oferta/przestronna-kawalerka-z-balkonem-na-bartodziejach-ID4wdrm,306 000 zł,7 688 zł/m²,"Bartodzieje, Bydgoszcz, kujawsko-pomorskie",39.8m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1970,blok,plastikowe,cegła
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-53m2-2-loggie-bezposrednio-ID4uiV8,514 740 zł,9 656 zł/m²,"generała Władysława Andersa, Wojska Polskiego, Gliwice, śląskie",53.31m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-po-kapitalnym-remoncie-ID4wdXF,349 000 zł,13 180 zł/m²,"ul. Główna, Zawady, Nowe Miasto, Poznań, wielkopolskie",26.48m²,1 pokój,brak informacji,wtórny,biuro nieruchomości,Brak danych,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-bez-prowizji-ID4uvKD,1 268 000 zł,36 002 zł/m²,"ul. Żelazna, Mirów, Wola, Warszawa, mazowieckie",35.22m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-41m2-balkon-ID4ulTL,686 349 zł,16 740 zł/m²,"ul. Nowomiejska, Młyniska, Gdańsk, pomorskie",41m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/lokal-mieszkalny-mragowo-ID4we6Q,150 000 zł,5 217 zł/m²,"Mrągowo, mrągowski, warmińsko-mazurskie",28.75m²,1 pokój,brak informacji,wtórny,biuro nieruchomości,Brak danych,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-z-balkonem-blisko-centrum-i-parku-ID4qkHh,Brak danych,Brak danych,"ul. Parkowa, Drzetowo-Grabowo, Śródmieście, Szczecin, zachodniopomorskie",29m²,1 pokój,miejskie,pierwotny,deweloper,2025,apartamentowiec,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/kawalerki-na-gumiencach-ID4wdWh,329 000 zł,9 676 zł/m²,"ul. Bronowicka, Gumieńce, Zachód, Szczecin, zachodniopomorskie",34m²,1 pokój,brak informacji,pierwotny,biuro nieruchomości,2024,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-na-jana-pawla-ii-ID4tyt2,255 000 zł,8 070 zł/m²,"ul. Jana Pawła II, Koszalin, zachodniopomorskie",31.6m²,1 pokój,miejskie,wtórny,biuro nieruchomości,Brak danych,blok,,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-bez-prowizji-ID4uagq,Brak danych,Brak danych,"ul. Ługowa, Mszczonów, Mszczonów, żyrardowski, mazowieckie",28.58m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-bezposrednio-ID4uA09,Brak danych,Brak danych,"ul. Walońska, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie",26.23m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/i-pokoj-ii-pietro-osiedle-mlodych-ID4wcmi,254 900 zł,7 283 zł/m²,"Świdnica, świdnicki, dolnośląskie",35m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1986,blok,plastikowe,wielka płyta
https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-26m2-balkon-ID4uEN8,Brak danych,Brak danych,"ul. Mostek, Śródmieście, Gdańsk, pomorskie",26.17m²,1 pokój,brak informacji,pierwotny,deweloper,2024,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-przy-plazy-ID4wc46,395 000 zł,12 046 zł/m²,"ul. Jana Kasprowicza, Kołobrzeg, kołobrzeski, zachodniopomorskie",32.79m²,1 pokój,gazowe,wtórny,biuro nieruchomości,2006,apartamentowiec,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-po-remoncie-42-10m2-piekary-slaskie-ID4weCs,250 000 zł,5 938 zł/m²,"ul. 1 Maja, Piekary Śląskie, śląskie",42.1m²,1 pokój,elektryczne,wtórny,biuro nieruchomości,Brak danych,kamienica,Brak danych,cegła
https://www.otodom.pl/pl/oferta/czysta-4-mieszkanie-1-pok-01-21-ID4oljf,699 000 zł,19 438 zł/m²,"ul. Czysta, Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie",35.96m²,1 pokój,inne,pierwotny,deweloper,2024,apartamentowiec,drewniane,Brak danych
https://www.otodom.pl/pl/oferta/ladne-mieszkanie-na-sprzedaz-ID4uqWI,210 000 zł,7 000 zł/m²,"ul. Grunwaldzka, Brzeg, brzeski, opolskie",30m²,1 pokój,gazowe,wtórny,prywatny,Brak danych,kamienica,plastikowe,cegła
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-taras-bez-posrednikow-ID4ujSu,529 782 zł,16 489 zł/m²,"ul. Leona Heyki, Międzyodrze-Wyspa Pucka, Śródmieście, Szczecin, zachodniopomorskie",32.13m²,1 pokój,brak informacji,pierwotny,deweloper,2027,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-balkon-ID4ubpf,293 722 zł,11 564 zł/m²,"ul. Promenada, Dopiewiec, Dopiewo, poznański, wielkopolskie",25.4m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-34m2-balkon-bez-prowizji-ID4usTT,Brak danych,Brak danych,"ul. Dowborczyków, Fabryczna Widzew, Widzew, Łódź, łódzkie",34.23m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-balkon-bezposrednio-ID4uhR8,Brak danych,Brak danych,"ul. Spadochroniarzy, Złotno, Polesie, Łódź, łódzkie",27.54m²,1 pokój,brak informacji,pierwotny,deweloper,2024,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/inwestycyjna-kawalerka-tylko-do-28-02-mega-rabat-ID4wdir,258 837 zł,10 198 zł/m²,"ul. Zielona, Stare Polesie, Polesie, Łódź, łódzkie",25.38m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2025,apartamentowiec,plastikowe,inny
https://www.otodom.pl/pl/oferta/kawalerka-przy-placu-wolnosci-tylko-do-28-02-rabat-ID4wdhD,266 479 zł,10 140 zł/m²,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",26.28m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2026,apartamentowiec,plastikowe,inny
https://www.otodom.pl/pl/oferta/sprzedam-kawalerke-lodz-ID4wect,200 000 zł,7 358 zł/m²,"ul. gen. Stefana Grota-Roweckiego, Zarzew, Widzew, Łódź, łódzkie",27.18m²,1 pokój,miejskie,wtórny,prywatny,Brak danych,blok,plastikowe,wielka płyta
https://www.otodom.pl/pl/oferta/kawalerka-pracownia-w-topowej-lokalizacji-w-lodzi-ID4sI19,330 000 zł,9 146 zł/m²,"ul. Piotrkowska, Centrum, Śródmieście, Łódź, łódzkie",36.08m²,1 pokój,miejskie,wtórny,prywatny,1982,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-ogrodek-ID4up9M,Brak danych,Brak danych,"ul. Wenecka, Julianów, Piaseczno, piaseczyński, mazowieckie",27.52m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-taras-bezposrednio-ID4uEYg,Brak danych,Brak danych,"ul. Kartuska, Siedlce, Gdańsk, pomorskie",26.59m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-z-ogrodem-w-centrum-chelmzy-ID4utTW,215 000 zł,3 644 zł/m²,"ul. Bydgoska, Chełmża, toruński, kujawsko-pomorskie",59m²,1 pokój,kotłownia,wtórny,biuro nieruchomości,1980,Brak danych,drewniane,cegła
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-balkon-ID4umMr,Brak danych,Brak danych,"ul. Marywilska 60, Żerań, Białołęka, Warszawa, mazowieckie",25.41m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/taczaka-5-apartament-1-pok-a-0-02-ID4pRYA,611 036 zł,17 300 zł/m²,"ul. Stanisława Taczaka 5, Centrum, Stare Miasto, Poznań, wielkopolskie",35.32m²,1 pokój,brak informacji,pierwotny,deweloper,Brak danych,apartamentowiec,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-ogrodek-bez-prowizji-ID4uKMF,Brak danych,Brak danych,"ul. Stefana Banacha, Górka Narodowa, Prądnik Biały, Kraków, małopolskie",28.91m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/apartamenty-inwestycyjne-prestiz-zysk-lokaliza-ID4wd17,319 100 zł,12 273 zł/m²,"Śródmieście, Śródmieście, Gdańsk, pomorskie",26m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2025,Brak danych,Brak danych,beton komórkowy
https://www.otodom.pl/pl/oferta/do-jutra-uniwersytet-manufaktura-ID4weTJ,258 850 zł,9 956 zł/m²,"al. Włókniarzy, Stare Polesie, Polesie, Łódź, łódzkie",26m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2025,apartamentowiec,plastikowe,cegła
https://www.otodom.pl/pl/oferta/kawalerka-z-szybkim-dojazdem-do-katowic-i-krakowa-ID4uRpj,205 000 zł,7 218 zł/m²,"ul. Wąska, Jaworzno, śląskie",28.4m²,1 pokój,miejskie,wtórny,prywatny,1960,blok,plastikowe,wielka płyta
https://www.otodom.pl/pl/oferta/ustawne-inwestycyjne-loggia-7m2-opcja-podzialu-ID4w15o,364 700 zł,13 482 zł/m²,"ul. Serbska, Winogrady, Stare Miasto, Poznań, wielkopolskie",27.05m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2025,blok,plastikowe,cegła
https://www.otodom.pl/pl/oferta/apartament-3-osobowy-300m-od-plazy-0-ID4ttqB,678 000 zł,25 000 zł/m²,"ul. Elizy Orzeszkowej, Świnoujście, zachodniopomorskie",27.12m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2015,apartamentowiec,Brak danych,inny
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-40m2-ogrodek-ID4ui4U,Brak danych,Brak danych,"ul. Strażacka, Wełnowiec-Józefowiec, Katowice, śląskie",40.08m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/inwestycyjnie-roi-5-5-galeria-bronowice-ID4tmsr,449 375 zł,18 342 zł/m²,"ul. Stawowa, Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie",24.5m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2018,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-pod-inwestycje-ID4wdK9,172 000 zł,6 370 zł/m²,"Bielawa, dzierżoniowski, dolnośląskie",27m²,1 pokój,brak informacji,wtórny,biuro nieruchomości,Brak danych,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-loggia-ID4uqK9,Brak danych,Brak danych,"ul. Tadeusza Wendy, Śródmieście, Gdynia, pomorskie",33.13m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-taras-bezposrednio-ID4ujFG,470 904 zł,15 450 zł/m²,"ul. Leona Heyki, Międzyodrze-Wyspa Pucka, Śródmieście, Szczecin, zachodniopomorskie",30.48m²,1 pokój,brak informacji,pierwotny,deweloper,2027,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-jaworzno-do-zamieszkania-ID4wcPG,230 000 zł,6 053 zł/m²,"Jaworzno, śląskie",38m²,1 pokój,miejskie,wtórny,prywatny,1979,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/przytulna-kawalerka-z-duza-kuchnia-i-jadalnia-ID4sYc4,225 000 zł,5 409 zł/m²,"ul. Gabriela Narutowicza, Chorzów Stary, Chorzów, śląskie",41.6m²,1 pokój,miejskie,wtórny,biuro nieruchomości,Brak danych,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-43m2-loggia-ID4uo5b,912 076 zł,20 900 zł/m²,"ul. Pabianicka, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie",43.64m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/nowa-cena-mieszkanie-38m2-i-pietro-balkon-ID4wdb4,275 000 zł,7 237 zł/m²,"Gryfino, Gryfino, gryfiński, zachodniopomorskie",38m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1980,blok,plastikowe,cegła
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-loggia-ID4uqL2,Brak danych,Brak danych,"ul. Tadeusza Wendy, Śródmieście, Gdynia, pomorskie",29.88m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/atrakcyjna-kawalerka-na-parterze-blisko-warty-ID4wcaK,329 000 zł,9 833 zł/m²,"Główna, Nowe Miasto, Poznań, wielkopolskie",33.46m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1980,kamienica,plastikowe,cegła
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-loggia-ID4u9Mv,340 780 zł,11 000 zł/m²,"ul. Dębowa/Senatorska, Górniak, Górna, Łódź, łódzkie",30.98m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/komfortowe-gotowe-do-zamieszkania-po-remoncie-ID4w8Dc,420 000 zł,15 000 zł/m²,"ul. Stefana Żeromskiego, Ołbin, Śródmieście, Wrocław, dolnośląskie",28m²,1 pokój,elektryczne,wtórny,biuro nieruchomości,1930,kamienica,plastikowe,cegła
